,Unnamed: 0,id,SMILES_x,SMILES_y,smiles
11855,11855,20953,[H]OC(=O)C([H])(N([H])[H])C([H])([H])S(=O)(=O)O[H],[H]OC(=O)C([H])(N([H])[H])C([H])([H])S(=O)(=O)O[H],[H]OC(=O)C([H])(N([H])[H])C([H])([H])S(=O)(=O)O[H]
11856,11856,20964,[H]c1c([H])c(Cl)c([N+](=O)[O-])c([H])c1Cl,[H]c1c([H])c(Cl)c([N+](=O)[O-])c([H])c1Cl,[H]c1c([H])c(Cl)c([N+](=O)[O-])c([H])c1Cl
11857,11857,20974,[H]Sc1c([H])c([H])c([H])c([H])c1N([H])[H],[H]Sc1c([H])c([H])c([H])c([H])c1N([H])[H],[H]Sc1c([H])c([H])c([H])c([H])c1N([H])[H]
11859,11859,20979,[H]Oc1c([H])c([H])c(C([H])([H])[H])c(C([H])([H])[H])c1[H],[H]Oc1c([H])c([H])c(C([H])([H])[H])c(C([H])([H])[H])c1[H],[H]Oc1c([H])c([H])c(C([H])([H])[H])c(C([H])([H])[H])c1[H]
11861,11861,20981,[H]c1c([H])c(OC([H])([H])[H])c([N+](=O)[O-])c([H])c1OC([H])([H])[H],[H]c1c([H])c(OC([H])([H])[H])c([N+](=O)[O-])c([H])c1OC([H])([H])[H],[H]c1c([H])c(OC([H])([H])[H])c([N+](=O)[O-])c([H])c1OC([H])([H])[H]
11863,11863,20987,[H]OC([H])([H])C([H])(O[H])C([H])([H])OP(=O)([O-])[O-],[H]OC([H])([H])C([H])(O[H])C([H])([H])OP(=O)([O-])[O-],[H]OC([H])([H])C([H])(O[H])C([H])([H])OP(=O)([O-])[O-]
11864,11864,20988,[H]N([H])C([H])([H])C(=O)OC([H])([H])C([H])([H])[H],[H]N([H])C([H])([H])C(=O)OC([H])([H])C([H])([H])[H],[H]N([H])C([H])([H])C(=O)OC([H])([H])C([H])([H])[H]
11865,11865,20990,[H]OC1=C([O-])C([H])(C([H])(O[H])C([H])([H])O[H])OC1=O,[H]OC1=C([O-])C([H])(C([H])(O[H])C([H])([H])O[H])OC1=O,[H]OC1=C([O-])C([H])(C([H])(O[H])C([H])([H])O[H])OC1=O
11866,11866,20994,[H]c1c([H])c([H])c(C([H])([H])[H])c(N([H])C([H])([H])C([H])([H])[H])c1[H],[H]c1c([H])c([H])c(C([H])([H])[H])c(N([H])C([H])([H])C([H])([H])[H])c1[H],[H]c1c([H])c([H])c(C([H])([H])[H])c(N([H])C([H])([H])C([H])([H])[H])c1[H]
11867,11867,20995,[H]c1c([H])c(N([H])C([H])([H])C([H])([H])[H])c([H])c(C([H])([H])[H])c1[H],[H]c1c([H])c(N([H])C([H])([H])C([H])([H])[H])c([H])c(C([H])([H])[H])c1[H],[H]c1c([H])c(N([H])C([H])([H])C([H])([H])[H])c([H])c(C([H])([H])[H])c1[H]
11868,11868,20996,[H]C1=C(Cl)C(=O)OC1=O,[H]C1=C(Cl)C(=O)OC1=O,[H]C1=C(Cl)C(=O)OC1=O
11869,11869,20997,[H]Oc1c([H])c([N+](=O)[O-])c([H])c([H])c1[N+](=O)[O-],[H]Oc1c([H])c([N+](=O)[O-])c([H])c([H])c1[N+](=O)[O-],[H]Oc1c([H])c([N+](=O)[O-])c([H])c([H])c1[N+](=O)[O-]
11870,11870,21002,[H]c1c([H])c([H])c(C([H])([H])[H])c(C(=O)C([H])([H])[H])c1[H],[H]c1c([H])c([H])c(C([H])([H])[H])c(C(=O)C([H])([H])[H])c1[H],[H]c1c([H])c([H])c(C([H])([H])[H])c(C(=O)C([H])([H])[H])c1[H]
11871,11871,21003,[H]c1c([H])c(C(=O)C([H])([H])[H])c([H])c(C([H])([H])[H])c1[H],[H]c1c([H])c(C(=O)C([H])([H])[H])c([H])c(C([H])([H])[H])c1[H],[H]c1c([H])c(C(=O)C([H])([H])[H])c([H])c(C([H])([H])[H])c1[H]
11872,11872,21004,[H]c1c([H])c([H])c(C([H])([H])[H])c(OC(=O)C([H])([H])[H])c1[H],[H]c1c([H])c([H])c(C([H])([H])[H])c(OC(=O)C([H])([H])[H])c1[H],[H]c1c([H])c([H])c(C([H])([H])[H])c(OC(=O)C([H])([H])[H])c1[H]
11873,11873,21011,[H]C([H])([H])OC(=O)C(=O)C([H])([H])[H],[H]C([H])([H])OC(=O)C(=O)C([H])([H])[H],[H]C([H])([H])OC(=O)C(=O)C([H])([H])[H]
11875,11875,21015,[H]C([H])([H])OC([H])([H])C([H])([H])C(=O)C([H])([H])[H],[H]C([H])([H])OC([H])([H])C([H])([H])C(=O)C([H])([H])[H],[H]C([H])([H])OC([H])([H])C([H])([H])C(=O)C([H])([H])[H]
11876,11876,21017,[H]c1nc2c([H])c([H])c3c([H])c([H])c([H])c([H])c3c2c([H])c1[H],[H]c1nc2c([H])c([H])c3c([H])c([H])c([H])c([H])c3c2c([H])c1[H],[H]c1nc2c([H])c([H])c3c([H])c([H])c([H])c([H])c3c2c([H])c1[H]
11877,11877,21018,[H]c1nc2c(c([H])c1[H])c([H])c([H])c1c([H])c([H])c([H])c([H])c12,[H]c1nc2c(c([H])c1[H])c([H])c([H])c1c([H])c([H])c([H])c([H])c12,[H]c1nc2c(c([H])c1[H])c([H])c([H])c1c([H])c([H])c([H])c([H])c12
11878,11878,21019,[H]Oc1c([H])c([H])c([H])c(C([H])([H])C([H])([H])[H])c1[H],[H]Oc1c([H])c([H])c([H])c(C([H])([H])C([H])([H])[H])c1[H],[H]Oc1c([H])c([H])c([H])c(C([H])([H])C([H])([H])[H])c1[H]
11879,11879,21021,[H]C([H])=C([H])OC(=O)C([H])([H])C([H])([H])C([H])([H])[H],[H]C([H])=C([H])OC(=O)C([H])([H])C([H])([H])C([H])([H])[H],[H]C([H])=C([H])OC(=O)C([H])([H])C([H])([H])C([H])([H])[H]
11881,11881,21034,[H]c1c([H])c([H])c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])nc2c1[H],[H]c1c([H])c([H])c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])nc2c1[H],[H]c1c([H])c([H])c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])nc2c1[H]
11882,11882,21035,[H]c1c([H])c([H])c2c([H])c(S(=O)(=O)[O-])c([H])c([H])c2c1[H],[H]c1c([H])c([H])c2c([H])c(S(=O)(=O)[O-])c([H])c([H])c2c1[H],[H]c1c([H])c([H])c2c([H])c(S(=O)(=O)[O-])c([H])c([H])c2c1[H]
11883,11883,21037,[H]C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],[H]C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],[H]C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
11884,11884,21038,[H]OC(=O)C([H])([H])c1c([H])n([H])c2c([H])c([H])c([H])c([H])c12,[H]OC(=O)C([H])([H])c1c([H])n([H])c2c([H])c([H])c([H])c([H])c12,[H]OC(=O)C([H])([H])c1c([H])n([H])c2c([H])c([H])c([H])c([H])c12
11885,11885,21039,[H]c1c([H])c([N+](=O)[O-])c([H])c(Cl)c1Cl,[H]c1c([H])c([N+](=O)[O-])c([H])c(Cl)c1Cl,[H]c1c([H])c([N+](=O)[O-])c([H])c(Cl)c1Cl
11886,11886,21040,[H]OC([H])([H])C([H])(O[H])C([H])(O[H])C([H])(O[H])C([H])(O[H])C(=O)[O-],[H]OC([H])([H])C([H])(O[H])C([H])(O[H])C([H])(O[H])C([H])(O[H])C(=O)[O-],[H]OC([H])([H])C([H])(O[H])C([H])(O[H])C([H])(O[H])C([H])(O[H])C(=O)[O-]
11887,11887,21041,[H]c1c([H])c([N+](=O)[O-])c([H])c(C([H])([H])[H])c1N([H])[H],[H]c1c([H])c([N+](=O)[O-])c([H])c(C([H])([H])[H])c1N([H])[H],[H]c1c([H])c([N+](=O)[O-])c([H])c(C([H])([H])[H])c1N([H])[H]
11888,11888,21045,[H]C([H])=C(C(=O)N([H])[H])C([H])([H])[H],[H]C([H])=C(C(=O)N([H])[H])C([H])([H])[H],[H]C([H])=C(C(=O)N([H])[H])C([H])([H])[H]
11889,11889,21046,[H]C1=C(C([H])([H])[H])C(=O)c2c([H])c([H])c([H])c([H])c2C1=O,[H]C1=C(C([H])([H])[H])C(=O)c2c([H])c([H])c([H])c([H])c2C1=O,[H]C1=C(C([H])([H])[H])C(=O)c2c([H])c([H])c([H])c([H])c2C1=O
11890,11890,21047,[H]OC(=O)C([H])([H])C([H])(C(=O)O[H])C([H])([H])[H],[H]OC(=O)C([H])([H])C([H])(C(=O)O[H])C([H])([H])[H],[H]OC(=O)C([H])([H])C([H])(C(=O)O[H])C([H])([H])[H]
11891,11891,21048,[H]OC(=O)C(=O)C([H])([H])[H],[H]OC(=O)C(=O)C([H])([H])[H],[H]OC(=O)C(=O)C([H])([H])[H]
11892,11892,21049,[H]c1c([H])c([N+](=O)[O-])c([H])c(N([H])[H])c1OC([H])([H])[H],[H]c1c([H])c([N+](=O)[O-])c([H])c(N([H])[H])c1OC([H])([H])[H],[H]c1c([H])c([N+](=O)[O-])c([H])c(N([H])[H])c1OC([H])([H])[H]
11894,11894,21060,[H]c1c([H])c(Cl)c(Cl)c([N+](=O)[O-])c1[H],[H]c1c([H])c(Cl)c(Cl)c([N+](=O)[O-])c1[H],[H]c1c([H])c(Cl)c(Cl)c([N+](=O)[O-])c1[H]
11895,11895,21062,[H]c1c([H])c([N+](=O)[O-])c([H])c(S(=O)(=O)[O-])c1[H],[H]c1c([H])c([N+](=O)[O-])c([H])c(S(=O)(=O)[O-])c1[H],[H]c1c([H])c([N+](=O)[O-])c([H])c(S(=O)(=O)[O-])c1[H]
11896,11896,21064,[H]c1c([H])c([N+](=O)[O-])c([H])c(OC([H])([H])[H])c1N([H])[H],[H]c1c([H])c([N+](=O)[O-])c([H])c(OC([H])([H])[H])c1N([H])[H],[H]c1c([H])c([N+](=O)[O-])c([H])c(OC([H])([H])[H])c1N([H])[H]
11897,11897,21065,[H]C([H])([H])C([H])([H])C(=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],[H]C([H])([H])C([H])([H])C(=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],[H]C([H])([H])C([H])([H])C(=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H]
11898,11898,21068,[H]c1nc([H])c(C(=O)N([H])N([H])[H])c([H])c1[H],[H]c1nc([H])c(C(=O)N([H])N([H])[H])c([H])c1[H],[H]c1nc([H])c(C(=O)N([H])N([H])[H])c([H])c1[H]
11899,11899,21079,[H]c1c([H])c([H])c(C#N)c(Cl)c1[H],[H]c1c([H])c([H])c(C#N)c(Cl)c1[H],[H]c1c([H])c([H])c(C#N)c(Cl)c1[H]
11900,11900,21080,[H]c1c([H])c([H])c(C(Cl)(Cl)Cl)c(Cl)c1[H],[H]c1c([H])c([H])c(C(Cl)(Cl)Cl)c(Cl)c1[H],[H]c1c([H])c([H])c(C(Cl)(Cl)Cl)c(Cl)c1[H]
11903,11903,21097,[H]c1c([H])c([H])c(S(=O)(=O)N([H])[H])c(C([H])([H])[H])c1[H],[H]c1c([H])c([H])c(S(=O)(=O)N([H])[H])c(C([H])([H])[H])c1[H],[H]c1c([H])c([H])c(S(=O)(=O)N([H])[H])c(C([H])([H])[H])c1[H]
11904,11904,21101,[H]OC(=O)c1c([H])c(S(=O)(=O)O[H])c([H])c([H])c1O[H],[H]OC(=O)c1c([H])c(S(=O)(=O)O[H])c([H])c([H])c1O[H],[H]OC(=O)c1c([H])c(S(=O)(=O)O[H])c([H])c([H])c1O[H]
11905,11905,21102,[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])OS(=O)(=O)[O-],[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])OS(=O)(=O)[O-],[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])OS(=O)(=O)[O-]
11907,11907,21104,[H]C([H])([H])C([H])([H])C([H])([H])C(=O)[O-],[H]C([H])([H])C([H])([H])C([H])([H])C(=O)[O-],[H]C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]
11908,11908,21106,[H]c1c([H])c([H])c(C([H])([H])C([H])([H])C([H])([H])[H])c(C([H])([H])[H])c1[H],[H]c1c([H])c([H])c(C([H])([H])C([H])([H])C([H])([H])[H])c(C([H])([H])[H])c1[H],[H]c1c([H])c([H])c(C([H])([H])C([H])([H])C([H])([H])[H])c(C([H])([H])[H])c1[H]
11909,11909,21107,[H]c1c([H])c(C([H])([H])[H])c(C([H])([H])C([H])([H])[H])c([H])c1C([H])([H])[H],[H]c1c([H])c(C([H])([H])[H])c(C([H])([H])C([H])([H])[H])c([H])c1C([H])([H])[H],[H]c1c([H])c(C([H])([H])[H])c(C([H])([H])C([H])([H])[H])c([H])c1C([H])([H])[H]
11910,11910,21108,[H]c1nc([H])c(C([H])([H])C([H])([H])[H])c(C([H])([H])[H])c1[H],[H]c1nc([H])c(C([H])([H])C([H])([H])[H])c(C([H])([H])[H])c1[H],[H]c1nc([H])c(C([H])([H])C([H])([H])[H])c(C([H])([H])[H])c1[H]
11912,11912,21113,[H]OC([H])([H])C([H])(S[H])C([H])([H])S[H],[H]OC([H])([H])C([H])(S[H])C([H])([H])S[H],[H]OC([H])([H])C([H])(S[H])C([H])([H])S[H]
11913,11913,21114,[H]OC([H])([H])c1c([H])c([H])c2c([H])c([H])c([H])c([H])c2c1[H],[H]OC([H])([H])c1c([H])c([H])c2c([H])c([H])c([H])c([H])c2c1[H],[H]OC([H])([H])c1c([H])c([H])c2c([H])c([H])c([H])c([H])c2c1[H]
11914,11914,21117,[H]c1c([H])c(C(=O)C([H])([H])[H])c(Cl)c([H])c1Cl,[H]c1c([H])c(C(=O)C([H])([H])[H])c(Cl)c([H])c1Cl,[H]c1c([H])c(C(=O)C([H])([H])[H])c(Cl)c([H])c1Cl
11915,11915,21119,[H]c1c([H])c(C([H])([H])[H])c(C([H])([H])[H])c([H])c1C(=O)C([H])([H])[H],[H]c1c([H])c(C([H])([H])[H])c(C([H])([H])[H])c([H])c1C(=O)C([H])([H])[H],[H]c1c([H])c(C([H])([H])[H])c(C([H])([H])[H])c([H])c1C(=O)C([H])([H])[H]
11916,11916,21120,[H]c1c([H])c(C([H])([H])[H])c(C(=O)C([H])([H])[H])c([H])c1C([H])([H])[H],[H]c1c([H])c(C([H])([H])[H])c(C(=O)C([H])([H])[H])c([H])c1C([H])([H])[H],[H]c1c([H])c(C([H])([H])[H])c(C(=O)C([H])([H])[H])c([H])c1C([H])([H])[H]
11917,11917,21122,[H]Oc1c(Cl)c([H])c(Cl)c(Cl)c1Cl,[H]Oc1c(Cl)c([H])c(Cl)c(Cl)c1Cl,[H]Oc1c(Cl)c([H])c(Cl)c(Cl)c1Cl
11921,11921,21136,[H]c1c([H])c([H])c2c(oc3c([H])c4c([H])c([H])c([H])c([H])c4c([H])c32)c1[H],[H]c1c([H])c([H])c2c(oc3c([H])c4c([H])c([H])c([H])c([H])c4c([H])c32)c1[H],[H]c1c([H])c([H])c2c(oc3c([H])c4c([H])c([H])c([H])c([H])c4c([H])c32)c1[H]
11922,11922,21137,[H]c1c([H])c2c3c(c1[H])C([H])([H])C([H])([H])C3([H])C([H])([H])C([H])([H])C2([H])[H],[H]c1c([H])c2c3c(c1[H])C([H])([H])C([H])([H])C3([H])C([H])([H])C([H])([H])C2([H])[H],[H]c1c([H])c2c3c(c1[H])C([H])([H])C([H])([H])C3([H])C([H])([H])C([H])([H])C2([H])[H]
11923,11923,21138,[H]Oc1c([H])c([H])c(C([H])([H])C([H])([H])[N+]([H])([H])[H])c([H])c1O[H],[H]Oc1c([H])c([H])c(C([H])([H])C([H])([H])[N+]([H])([H])[H])c([H])c1O[H],[H]Oc1c([H])c([H])c(C([H])([H])C([H])([H])[N+]([H])([H])[H])c([H])c1O[H]
11924,11924,21139,[H]OC([H])([H])C([H])(C([H])([H])C([H])([H])[H])C([H])(O[H])C([H])([H])C([H])([H])C([H])([H])[H],[H]OC([H])([H])C([H])(C([H])([H])C([H])([H])[H])C([H])(O[H])C([H])([H])C([H])([H])C([H])([H])[H],[H]OC([H])([H])C([H])(C([H])([H])C([H])([H])[H])C([H])(O[H])C([H])([H])C([H])([H])C([H])([H])[H]
11925,11925,21142,[H]OC1([H])C([H])(Cl)C(=C([H])C#CC#CC([H])([H])[H])OC12OC([H])=C([H])C2([H])OC(=O)C([H])([H])[H],[H]OC1([H])C([H])(Cl)C(=C([H])C#CC#CC([H])([H])[H])OC12OC([H])=C([H])C2([H])OC(=O)C([H])([H])[H],[H]OC1([H])C([H])(Cl)C(=C([H])C#CC#CC([H])([H])[H])OC12OC([H])=C([H])C2([H])OC(=O)C([H])([H])[H]
11926,11926,21143,[H]C1=C([H])C2(OC1=C([H])C#CC#CC([H])([H])[H])OC([H])(OC([H])([H])[H])C([H])([H])C2([H])[H],[H]C1=C([H])C2(OC1=C([H])C#CC#CC([H])([H])[H])OC([H])(OC([H])([H])[H])C([H])([H])C2([H])[H],[H]C1=C([H])C2(OC1=C([H])C#CC#CC([H])([H])[H])OC([H])(OC([H])([H])[H])C([H])([H])C2([H])[H]
11927,11927,21144,[H]C1=C([H])C2(OC1=C([H])C#CC#CC([H])([H])[H])OC([H])(OC([H])([H])[H])C([H])([H])C2([H])[H],[H]C1=C([H])C2(OC1=C([H])C#CC#CC([H])([H])[H])OC([H])(OC([H])([H])[H])C([H])([H])C2([H])[H],[H]C1=C([H])C2(OC1=C([H])C#CC#CC([H])([H])[H])OC([H])(OC([H])([H])[H])C([H])([H])C2([H])[H]
11928,11928,21146,[H]C1=C2OC([H])([H])OC2(Oc2c([H])c3c(c([H])c2C([H])([H])C([H])=C([H])[H])OC([H])([H])O3)C([H])([H])C([H])(C([H])([H])C([H])=C([H])[H])C1=O,[H]C1=C2OC([H])([H])OC2(Oc2c([H])c3c(c([H])c2C([H])([H])C([H])=C([H])[H])OC([H])([H])O3)C([H])([H])C([H])(C([H])([H])C([H])=C([H])[H])C1=O,[H]C1=C2OC([H])([H])OC2(Oc2c([H])c3c(c([H])c2C([H])([H])C([H])=C([H])[H])OC([H])([H])O3)C([H])([H])C([H])(C([H])([H])C([H])=C([H])[H])C1=O
11929,11929,21147,[H]OC1([H])C([H])([H])C([H])([H])C2(O[H])C([H])([H])C1(C([H])([H])[H])C([H])([H])C([H])([H])C([H])(C(C([H])=O)=C([H])C([H])=C([H])C(O[H])(C([H])([H])[H])C([H])([H])[H])C2([H])C([H])=O,[H]OC1([H])C([H])([H])C([H])([H])C2(O[H])C([H])([H])C1(C([H])([H])[H])C([H])([H])C([H])([H])C([H])(C(C([H])=O)=C([H])C([H])=C([H])C(O[H])(C([H])([H])[H])C([H])([H])[H])C2([H])C([H])=O,[H]OC1([H])C([H])([H])C([H])([H])C2(O[H])C([H])([H])C1(C([H])([H])[H])C([H])([H])C([H])([H])C([H])(C(C([H])=O)=C([H])C([H])=C([H])C(O[H])(C([H])([H])[H])C([H])([H])[H])C2([H])C([H])=O
11930,11930,21149,[H]OC1([H])C([H])([H])C([H])=C2C([H])([H])C1(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])C(=C([H])C([H])=C([H])C(O[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])OC(=O)C21[H],[H]OC1([H])C([H])([H])C([H])=C2C([H])([H])C1(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])C(=C([H])C([H])=C([H])C(O[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])OC(=O)C21[H],[H]OC1([H])C([H])([H])C([H])=C2C([H])([H])C1(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])C(=C([H])C([H])=C([H])C(O[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])OC(=O)C21[H]
11931,11931,21151,[H]OC(=O)C([H])=C(C([H])([H])[H])C([H])([H])C([H])([H])C([H])=C([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])(O[H])C([H])([H])C([H])=C([H])C(=O)c1c([H])sc(=O)n1[H],[H]OC(=O)C([H])=C(C([H])([H])[H])C([H])([H])C([H])([H])C([H])=C([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])(O[H])C([H])([H])C([H])=C([H])C(=O)c1c([H])sc(=O)n1[H],[H]OC(=O)C([H])=C(C([H])([H])[H])C([H])([H])C([H])([H])C([H])=C([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])(O[H])C([H])([H])C([H])=C([H])C(=O)c1c([H])sc(=O)n1[H]
11932,11932,21152,[H]C1=C(C([H])([H])[H])C([H])([H])C([H])([H])C([H])=C([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])(C([H])([H])C([H])=C([H])C(=O)C2([H])N(C(=O)C([H])([H])[H])C(=O)SC2([H])[H])OC1=O,[H]C1=C(C([H])([H])[H])C([H])([H])C([H])([H])C([H])=C([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])(C([H])([H])C([H])=C([H])C(=O)C2([H])N(C(=O)C([H])([H])[H])C(=O)SC2([H])[H])OC1=O,[H]C1=C(C([H])([H])[H])C([H])([H])C([H])([H])C([H])=C([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])(C([H])([H])C([H])=C([H])C(=O)C2([H])N(C(=O)C([H])([H])[H])C(=O)SC2([H])[H])OC1=O
11933,11933,21153,[H]OC1=C(C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H])C(=O)c2c(c([H])c3c(C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H])c(C([H])([H])[H])c([H])c(O[H])c3c2O[H])C1=O,[H]OC1=C(C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H])C(=O)c2c(c([H])c3c(C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H])c(C([H])([H])[H])c([H])c(O[H])c3c2O[H])C1=O,[H]OC1=C(C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H])C(=O)c2c(c([H])c3c(C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H])c(C([H])([H])[H])c([H])c(O[H])c3c2O[H])C1=O
11934,11934,21156,[H]Oc1c([H])c([H])c(-c2oc3c([H])c4c(c([H])c3c2C([H])=O)OC([H])([H])O4)c(OC([H])([H])[H])c1[H],[H]Oc1c([H])c([H])c(-c2oc3c([H])c4c(c([H])c3c2C([H])=O)OC([H])([H])O4)c(OC([H])([H])[H])c1[H],[H]Oc1c([H])c([H])c(-c2oc3c([H])c4c(c([H])c3c2C([H])=O)OC([H])([H])O4)c(OC([H])([H])[H])c1[H]
11935,11935,21157,[H]Oc1c([H])c([H])c(-c2oc3c([H])c(OC([H])([H])[H])c([H])c([H])c3c2C([H])=O)c(OC([H])([H])[H])c1[H],[H]Oc1c([H])c([H])c(-c2oc3c([H])c(OC([H])([H])[H])c([H])c([H])c3c2C([H])=O)c(OC([H])([H])[H])c1[H],[H]Oc1c([H])c([H])c(-c2oc3c([H])c(OC([H])([H])[H])c([H])c([H])c3c2C([H])=O)c(OC([H])([H])[H])c1[H]
11936,11936,21158,[H]OC1([H])C2([H])C([H])([H])C([H])([H])C3=C4C(=C(C(=O)OC([H])([H])[H])C([H])([H])C45C4=NC([H])([H])C([H])(C([H])([H])[H])C41C([H])([H])C([H])([H])C52C([H])([H])OC(=O)C([H])([H])[H])C([H])([H])C3([H])[H],[H]OC1([H])C2([H])C([H])([H])C([H])([H])C3=C4C(=C(C(=O)OC([H])([H])[H])C([H])([H])C45C4=NC([H])([H])C([H])(C([H])([H])[H])C41C([H])([H])C([H])([H])C52C([H])([H])OC(=O)C([H])([H])[H])C([H])([H])C3([H])[H],[H]OC1([H])C2([H])C([H])([H])C([H])([H])C3=C4C(=C(C(=O)OC([H])([H])[H])C([H])([H])C45C4=NC([H])([H])C([H])(C([H])([H])[H])C41C([H])([H])C([H])([H])C52C([H])([H])OC(=O)C([H])([H])[H])C([H])([H])C3([H])[H]
11937,11937,21159,[H]OC1([H])C2([H])C([H])([H])C([H])([H])C34OC35C(=C(C(=O)OC([H])([H])[H])C([H])([H])C53C5=NC([H])([H])C([H])(C([H])([H])[H])C51C([H])([H])C([H])([H])C23C([H])([H])OC(=O)C([H])([H])[H])C([H])([H])C4([H])[H],[H]OC1([H])C2([H])C([H])([H])C([H])([H])C34OC35C(=C(C(=O)OC([H])([H])[H])C([H])([H])C53C5=NC([H])([H])C([H])(C([H])([H])[H])C51C([H])([H])C([H])([H])C23C([H])([H])OC(=O)C([H])([H])[H])C([H])([H])C4([H])[H],[H]OC1([H])C2([H])C([H])([H])C([H])([H])C34OC35C(=C(C(=O)OC([H])([H])[H])C([H])([H])C53C5=NC([H])([H])C([H])(C([H])([H])[H])C51C([H])([H])C([H])([H])C23C([H])([H])OC(=O)C([H])([H])[H])C([H])([H])C4([H])[H]
11938,11938,21160,[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])=C=C([H])C#CC#CC([H])(O[H])C([H])([H])C([H])([H])[H],[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])=C=C([H])C#CC#CC([H])(O[H])C([H])([H])C([H])([H])[H],[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])=C=C([H])C#CC#CC([H])(O[H])C([H])([H])C([H])([H])[H]
11939,11939,21161,[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])=C=C([H])C#CC#CC([H])([H])C([H])([H])C([H])([H])[H],[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])=C=C([H])C#CC#CC([H])([H])C([H])([H])C([H])([H])[H],[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])=C=C([H])C#CC#CC([H])([H])C([H])([H])C([H])([H])[H]
11940,11940,21162,[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])=C=C([H])C#CC#CC([H])([H])C([H])([H])C([H])([H])[H],[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])=C=C([H])C#CC#CC([H])([H])C([H])([H])C([H])([H])[H],[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])=C=C([H])C#CC#CC([H])([H])C([H])([H])C([H])([H])[H]
